date,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19,node_20,node_21,node_22,node_23,node_24,node_25,node_26,node_27,node_28,node_29,node_30,node_31,node_32,node_33,node_34,node_35,node_36,node_37,node_38,node_39,node_40,node_41,node_42,node_43,node_44,node_45,node_46
2024-05-27,2,1,0,2,6,0,0,0,0,0,0,0,1,1,0,0,4,18,0,3,0,0,1,1,0,3,10,1,0,2,1,0,0,1,1,0,0,1,3,2,3,0,0,0,1,1,1
2024-06-03,0,9,5,1,1,0,0,1,0,0,0,0,0,0,0,3,0,18,0,1,0,0,2,5,2,1,5,0,1,1,0,2,1,0,3,2,0,0,5,5,5,0,0,0,2,0,3
2024-06-10,0,3,3,0,1,0,0,2,0,1,0,0,0,0,1,1,1,11,0,2,1,0,1,0,0,3,6,0,0,0,0,0,0,0,0,1,0,1,0,3,2,0,0,0,2,0,1
2024-06-17,4,0,2,5,1,0,0,2,0,0,0,0,0,0,0,2,2,29,0,1,0,0,0,1,2,3,3,1,0,0,0,0,0,0,2,0,0,2,2,1,3,0,0,0,3,0,0
2024-06-24,1,2,1,1,2,0,0,2,0,0,0,0,0,0,0,3,2,27,0,1,1,0,0,0,2,0,5,0,0,0,0,0,1,0,0,0,0,1,1,4,3,0,0,0,1,0,0
2024-07-01,0,2,0,2,1,0,0,2,0,0,0,0,0,0,3,6,2,15,0,1,1,0,0,0,1,1,3,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0
2024-07-08,0,1,2,6,1,0,0,0,0,0,0,0,0,0,0,0,2,19,0,1,2,0,0,1,1,1,21,0,1,0,0,1,1,1,2,1,0,3,0,1,7,0,0,0,2,0,1
2024-07-15,1,3,0,7,2,1,0,0,0,0,0,0,1,1,0,1,4,15,0,0,1,0,0,0,1,0,10,0,0,0,0,0,0,1,0,0,0,1,3,1,3,0,0,0,3,0,4
2024-07-22,0,0,2,4,2,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,1,0,2,1,5,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2024-07-29,0,2,1,6,9,0,0,3,0,0,0,0,0,2,1,1,2,22,0,1,0,0,0,0,0,1,6,1,0,2,0,0,2,0,0,0,0,0,5,3,5,1,0,0,1,0,2
2024-08-05,0,1,2,2,0,0,0,0,0,0,0,0,0,3,1,0,3,11,0,3,0,0,0,0,1,0,7,1,1,0,0,1,0,0,0,0,1,0,2,3,0,0,0,0,0,0,1
2024-08-12,0,3,0,4,2,1,0,2,0,0,0,0,0,1,0,3,2,15,0,3,0,0,0,0,0,5,10,0,0,0,0,0,0,0,1,1,1,0,0,2,0,1,0,0,0,0,2
2024-08-19,0,2,2,6,4,0,0,0,0,0,0,0,0,0,0,4,2,8,0,4,0,0,0,0,2,2,9,0,1,0,0,2,1,0,0,0,1,1,1,3,1,0,0,0,1,0,1
2024-08-26,0,1,0,3,4,1,0,3,0,0,0,0,0,0,0,0,0,13,0,2,0,0,1,0,2,2,5,1,1,0,0,1,0,0,1,0,0,1,2,3,3,0,0,0,0,0,4
2024-09-02,1,4,3,1,2,0,0,4,0,0,0,0,0,0,0,0,1,10,0,2,0,0,2,0,1,2,5,0,0,0,1,5,0,0,0,1,0,4,4,2,9,0,0,0,0,0,2
2024-09-09,1,6,3,1,2,0,0,3,0,0,0,0,1,0,0,0,0,4,0,1,1,0,2,0,1,1,11,0,1,1,0,3,0,2,0,0,0,1,1,5,2,0,0,0,1,0,2
2024-09-16,2,2,1,3,2,0,0,5,0,0,0,0,1,0,1,2,1,8,0,0,0,0,1,0,1,5,6,0,1,0,0,1,0,0,1,0,0,1,2,2,3,0,0,0,2,0,4
2024-09-23,0,0,0,1,8,0,0,5,0,0,0,0,0,1,1,1,3,5,0,0,0,1,0,1,0,2,2,0,0,0,0,1,2,0,0,0,0,0,0,0,3,0,0,0,9,2,2
2024-09-30,0,1,1,0,6,0,0,4,1,0,0,0,0,2,1,5,0,12,0,2,0,0,0,0,0,5,8,0,0,0,0,0,2,0,0,3,1,0,3,3,1,0,0,1,1,0,0
2024-10-07,0,3,0,2,1,0,0,2,0,0,0,0,0,1,0,1,1,8,0,1,0,0,1,1,1,3,5,0,1,1,0,0,2,0,0,0,0,0,3,1,2,0,0,0,2,1,1
2024-10-14,0,3,0,2,0,0,0,1,0,0,0,0,0,0,1,2,0,10,0,0,1,0,0,0,1,2,5,0,2,0,0,1,0,0,0,1,0,1,2,1,4,0,0,0,0,0,0
2024-10-21,0,2,1,7,1,0,0,0,0,0,0,0,0,0,1,5,2,10,0,1,1,0,0,1,0,1,4,0,1,0,0,0,0,0,0,0,0,1,3,1,5,0,0,0,0,0,0
2024-10-28,0,2,0,3,1,0,0,1,0,0,0,0,0,0,1,2,2,10,0,0,0,0,1,0,0,2,2,0,1,0,0,0,4,0,0,0,0,0,2,0,4,0,0,0,2,0,1
2024-11-04,1,2,0,1,2,0,0,1,0,0,0,1,0,1,1,2,0,7,0,0,0,0,0,0,1,2,10,0,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,3
2024-11-11,0,1,2,2,2,0,0,2,0,0,0,0,0,1,0,3,3,12,0,0,0,0,1,0,0,1,10,0,0,0,0,0,1,0,0,0,0,0,1,2,3,0,0,0,7,1,4
2024-11-18,2,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,2,7,0,0,0,0,1,0,1,2,12,0,1,0,0,1,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0
2024-11-25,0,0,1,1,3,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,2,6,0,0,0,0,1,1
2024-12-02,0,3,2,3,8,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,6,0,0,0,0,2,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0
2024-12-09,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,0,3,0,1,0,8,0,0,0,0,1,0,0,0,0,0,1,0,3,6,0,0,0,1,0,0
2024-12-16,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,1,3,0,1,0,0,1,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
2024-12-23,0,1,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,0,0,1,0,0
2024-12-30,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0
2025-01-06,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2025-01-13,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,0
2025-01-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
2025-01-27,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2025-02-03,2,3,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0
2025-02-10,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0
2025-02-17,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2025-02-24,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,2,0,1,1,2,0,0,0,1,0,1
2025-03-03,1,4,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0
2025-03-10,0,0,0,3,0,0,0,2,0,0,0,0,1,0,1,1,0,9,0,2,0,0,1,0,2,1,2,1,0,0,0,2,1,0,1,0,0,3,0,2,2,0,0,0,0,0,1
2025-03-17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,7,0,0,0,0,0,0,0,1,3,2,0,0,0,0,2,0,2,0,0,3,0,3,1,1,0,0,0,0,1
2025-03-24,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,1,0,0,0,4,0,2,1,0,0,1,0,1,0,0,0,2,0,4,0,0,0,1,0,1
2025-03-31,0,2,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,9,0,1,1,0,0,0,0,0,2,0,0,1,0,1,0,0,3,1,0,1,0,3,3,0,0,0,3,0,1
2025-04-07,0,2,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,7,0,0,0,0,0,0,3,1,2,0,1,0,0,1,1,0,0,0,0,1,0,3,3,0,0,0,0,0,1
2025-04-14,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,3,0,8,0,2,0,0,0,0,2,1,2,0,0,0,0,0,1,0,0,0,1,0,0,2,5,1,0,0,0,0,0
2025-04-21,1,0,0,1,2,0,0,0,0,0,0,0,2,1,1,1,2,10,0,0,0,0,1,0,0,3,4,0,0,0,1,0,1,0,0,2,1,0,0,0,4,0,0,0,0,0,0
2025-04-28,1,6,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,13,0,1,0,0,0,0,0,2,2,0,1,0,0,1,1,0,0,0,0,1,0,2,10,1,0,0,1,0,0
2025-05-05,0,1,1,2,0,0,0,1,0,0,0,0,0,2,0,3,1,3,0,2,0,0,0,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
2025-05-12,0,1,2,0,1,1,0,0,0,1,0,0,0,0,1,3,2,7,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,3,0,0
2025-05-19,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,2,0,0,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0
2025-05-26,0,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,1,0,1,0,0,1,7,0,4,0,1,1,0,0,0,0,3,0,1,3,5,0,0,0,0,0,0
2025-06-02,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,1,0,0,10,0,1,1,0,1,0,0,0,0,2,0,0,1,9,1,0,2,0,0,0
2025-06-09,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,4,1,5,0,1,0,0,0,1,0,1,3,0,0,1,0,0,0,0,0,2,0,1,1,0,5,0,0,0,0,0,1
2025-06-16,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,4,1,6,0,0,0,0,0,0,0,0,2,1,2,0,0,0,2,0,0,0,0,1,0,1,1,0,1,1,0,0,1
2025-06-23,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,1,0,3,7,0,2,1,0,0,0,0,0,0,0,2,1,6,13,0,0,0,1,0,0
2025-06-30,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,10,0,1,0,0,0,0,3,2,5,0,0,1,0,0,1,0,0,2,0,1,0,2,3,0,0,0,2,0,0
2025-07-07,0,0,0,2,0,0,0,1,0,1,0,0,1,0,0,4,1,12,0,0,0,0,0,1,1,1,8,0,0,1,0,0,2,0,0,1,0,0,0,1,2,0,1,0,0,0,1
2025-07-14,0,0,3,3,2,0,0,1,0,1,0,0,0,0,0,3,1,4,0,0,0,0,0,0,3,3,13,0,1,1,0,1,0,0,0,0,0,2,0,1,2,0,0,0,0,0,1
2025-07-21,0,1,1,2,0,0,0,3,0,0,0,0,0,0,1,4,1,3,0,0,0,0,0,1,3,1,9,0,0,2,0,0,0,0,1,1,0,1,3,5,2,0,0,0,0,0,0
2025-07-28,0,4,2,2,2,0,0,0,0,0,0,0,1,0,1,2,0,7,0,0,1,0,0,0,1,2,17,1,1,0,0,0,1,0,1,3,0,0,0,0,4,0,0,0,0,0,0
2025-08-04,0,2,2,3,2,0,0,1,0,0,0,0,0,0,1,4,0,8,0,0,0,0,0,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,1,3,7,0,0,0,0,0,2
2025-08-11,0,2,2,0,0,0,0,1,0,0,0,0,1,0,0,6,0,13,0,0,1,0,2,0,2,1,6,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
2025-08-18,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,2,0,14,0,1,1,0,0,0,1,1,6,0,0,0,0,2,3,0,1,0,0,0,0,2,4,0,0,0,1,0,0
2025-08-25,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,1,0,0,0,0,4,0,0,1,0,1,1,0,0,1,0,0,0,1,4,0,0,0,1,0,0
2025-09-01,0,4,0,2,3,0,0,0,1,0,0,0,0,1,0,1,0,7,0,2,0,0,0,0,0,0,5,1,0,1,0,1,1,0,1,0,0,0,2,1,2,0,0,0,0,0,1
2025-09-08,0,2,1,0,4,0,0,0,0,0,0,0,4,0,0,6,1,6,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,1,0,1
2025-09-15,0,1,1,0,9,0,0,2,0,0,0,0,0,1,1,1,1,2,0,0,0,0,1,0,4,0,7,0,0,0,0,2,0,0,0,0,1,2,1,1,3,0,0,0,0,0,0
2025-09-22,0,1,0,0,5,0,0,2,1,0,0,0,1,0,1,6,0,5,0,1,2,0,1,0,0,2,6,1,0,0,0,0,0,0,0,1,2,0,2,2,3,0,0,0,0,0,0
2025-09-29,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,2,0,0,0,2,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
2025-10-06,0,2,0,0,4,0,0,0,0,0,0,0,1,0,2,3,0,5,0,2,0,0,0,1,1,1,6,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,0,0,1,1,0
2025-10-13,3,2,1,0,2,0,0,0,3,0,0,0,3,1,0,2,2,11,1,3,2,0,0,0,3,0,2,2,2,1,0,0,0,0,0,0,0,0,0,8,5,0,0,0,0,0,1
2025-10-20,2,4,0,3,3,0,0,0,0,0,0,0,0,1,0,1,0,5,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,1,0,0,0,0,1,2,2,0,0,0,0,0,0
2025-10-27,0,5,0,0,2,0,0,1,0,0,0,0,0,0,2,1,0,4,0,0,1,0,1,0,2,0,4,0,0,2,0,0,0,0,0,0,0,0,1,4,3,0,0,0,1,0,0
2025-11-03,0,0,0,0,4,0,0,0,1,0,0,0,1,0,1,1,1,4,0,1,1,0,0,0,1,0,2,0,1,0,0,1,2,0,0,0,0,2,2,3,2,0,0,0,1,0,1
2025-11-10,0,1,0,0,2,1,0,1,0,0,0,0,0,0,0,2,0,5,0,2,1,0,0,0,1,0,3,0,0,1,0,2,0,0,0,0,0,2,2,2,2,0,0,1,0,0,5
2025-11-17,0,6,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,1,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,0,2
2025-11-24,0,1,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,1,4,0,4,0,0,0,0,0,3
2025-12-01,0,4,0,1,3,0,0,0,0,0,0,0,1,0,0,5,2,5,0,0,2,0,0,0,1,4,2,0,0,0,0,3,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1
2025-12-08,0,0,1,2,2,0,0,0,0,1,0,0,0,1,1,0,0,2,0,0,3,0,1,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,6
2025-12-15,0,2,1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0
2025-12-22,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,3,1,4,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1
2025-12-29,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
